Volcano Name,Country,Continent,Area of Activity,VEI,Date,Evidence Method (dating);
San Cristobal,Nicaragua,Amérique du Nord,,1,1971,Historical Observations;
Klyuchevskoy,Russie,Europe,,1,1971,Historical Observations;
Klyuchevskoy,Russie,Europe,,1,1971,Historical Observations;
Lautaro,Chili,Amérique du Sud,,1,1972,Historical Observations;
Karthala,Comores,Afrique,North end of summit crater,1,1972,Historical Observations;
Acatenango,Guatémala,Amérique du Nord,Pico Central-Yepocapa saddle,1,1972,Historical Observations;
Erebus,île de Ross,Antarctique,,1,1972,Historical Observations;
Ruapehu,Nouvelle-Zélande,Océanie,,1,1972,Historical Observations;
Ritter Island,Papouasie Nouvelle Guinée,Océanie,West of Ritter Island,1,1972,Historical Observations;
Kolokol Group,Alaska,Amérique du Nord,Berg (northern part of lava dome),1,1973,Historical Observations;
Lokon-Empung,Indonésie,Asie,Tompaluan,1,1973,Historical Observations;
Raung,Indonésie,Asie,,1,1973,Historical Observations;
Slamet,Indonésie,Asie,,1,1973,Historical Observations;
Fukujin,Japon,Asie,21.93 N 143.46 E,1,1973,Historical Observations;
"Jan Mayen,Norvège,Europe,""Beerenberg (NE flank, Skrukkelia)"",1,1973,Historical Observations";
Okataina,Nouvelle-Zélande,Océanie,Waimangu (Echo Crater),1,1973,Historical Observations;
Ruapehu,Nouvelle-Zélande,Océanie,,1,1973,Historical Observations;
Etorofu-Yakeyama [Grozny Group],Russie,Europe,Ivan Grozny,1,1973,Historical Observations;
Pavlof,Alaska,Amérique du Nord,,1,1974,Historical Observations;
Galeras,Colombie,Amérique du Sud,,1,1974,Historical Observations;
Kavachi,îles Salomon,Océanie,,1,1974,Historical Observations;
"Chokaisan,Japon,Asie,""E side of Shinzan, W of Kojin-yama"",1,1974,Historical Observations";
Izu-Oshima,Japon,Asie,Mihara-yama,1,1974,Historical Observations;
Kuchinoerabujima,Japon,Asie,Shin-take,1,1974,Historical Observations;
Ritter Island,Papouasie Nouvelle Guinée,Océanie,600-900 m W of Ritter Island,1,1974,Historical Observations;
Southern Thule,Géorgie du Sud,Antarctique,South flank of Bellinghausen Island,1,1975,Historical Observations;
Fuego,Guatémala,Amérique du Nord,,1,1975,Historical Observations;
Fournaise, Piton de la,île de la Réunion,Afrique,Dolomieu and SE flank (1320-2350 m),1,1975,Historical Observations;
Kavachi,îles Salomon,Océanie,,1,1975,Historical Observations;
Raung,Indonésie,Asie,,1,1975,Historical Observations;
Etna,Italie,Europe,North flank (2625 m),1,1975,Historical Observations;
Asosan,Japon,Asie,Naka-dake,1,1975,Historical Observations;
Ruapehu,Nouvelle-Zélande,Océanie,,1,1975,Historical Observations;
Fournaise, Piton de la,île de la Réunion,Afrique,North of Dolomieu (2250-2330 m),1,1976,Historical Observations;
Kavachi,îles Salomon,Océanie,,1,1976,Historical Observations;
Ioto,Japon,Asie,West side (Asodai),1,1976,Historical Observations;
Kusatsu-Shiranesan,Japon,Asie,NE corner of Mizu-gama Crater,1,1976,Historical Observations;
San Cristobal,Nicaragua,Amérique du Nord,,1,1976,Historical Observations;
San Cristobal,Nicaragua,Amérique du Nord,,1,1976,Historical Observations;
Telica,Nicaragua,Amérique du Nord,,1,1976,Historical Observations;
Ruapehu,Nouvelle-Zélande,Océanie,,1,1976,Historical Observations;
Ruapehu,Nouvelle-Zélande,Océanie,,1,1976,Historical Observations;
Tongariro,Nouvelle-Zélande,Océanie,Ngauruhoe,1,1976,Historical Observations;
Long Island,Papouasie Nouvelle Guinée,Océanie,Motmot,1,1976,Historical Observations;
Nyamuragira,République démoctratique du Congo,Afrique,SSW flank (Murara and Harakandi),1,1976,Historical Observations;
San Miguel,Salvador,Amérique du Nord,,1,1976,Historical Observations;
Lopevi,Vanuatu,Océanie,,1,1976,Historical Observations;
Seguam,Alaska,Amérique du Nord,Pyre Peak (2.5 km SE of summit),1,1977,Historical Observations;
Villarrica,Chili,Amérique du Sud,,1,1977,Historical Observations;
Karthala,Comores,Afrique,SW flank,1,1977,Historical Observations;
Irazu,Costa Rica,Amérique du Nord,,1,1977,Historical Observations;
Poas,Costa Rica,Amérique du Nord,,1,1977,Historical Observations;
Fuego,Guatémala,Amérique du Nord,,1,1977,Historical Observations;
"Fournaise, Piton de la,île de la Réunion,Afrique,""ENE flank (2050-2200 m, 1850-1920 m)"",1,1977,Historical Observations";
Fernandina,îles Galapagos,Amérique du Sud,SE caldera bench,1,1977,Historical Observations;
Kavachi,îles Salomon,Océanie,,1,1977,Historical Observations;
Kavachi,îles Salomon,Océanie,,1,1977,Historical Observations;
Krafla,Islande,Europe,3 km north of Leirhnjúkur,1,1977,Historical Observations;
Azumayama,Japon,Asie,Issaikyo (Oana),1,1977,Historical Observations;
Colima,Mexique ,Amérique du Nord,,1,1977,Historical Observations;
Tongariro,Nouvelle-Zélande,Océanie,Ngauruhoe,1,1977,Historical Observations;
"Nyiragongo,République démoctratique du Congo,Afrique,""North, south, and west flanks"",1,1977,Historical Observations";
Lautaro,Chili,Amérique du Sud,,1,1978,Historical Observations;
Poas,Costa Rica,Amérique du Nord,,1,1978,Historical Observations;
Ardoukoba,Djibouti,Afrique,,1,1978,Historical Observations;
Karangetang,Indonésie,Asie,,1,1978,Historical Observations;
Krakatau,Indonésie,Asie,Anak Krakatau,1,1978,Historical Observations;
Raung,Indonésie,Asie,,1,1978,Historical Observations;
Ioto,Japon,Asie,West side (Asodai),1,1978,Historical Observations;
Shikotsu,Japon,Asie,Tarumai (SE foot of summit dome),1,1978,Historical Observations;
Shikotsu,Japon,Asie,Tarumai (SE foot of summit dome),1,1978,Historical Observations;
"Okataina,Nouvelle-Zélande,Océanie,""Waimangu (Raupo Pond, Inferno Crater)"",1,1978,Historical Observations";
Arenales,Chili,Amérique du Sud,,1,1979,Historical Observations;
Poas,Costa Rica,Amérique du Nord,,1,1979,Historical Observations;
"Fournaise, Piton de la,île de la Réunion,Afrique,""SE, SW and N flanks, Dolomieu & Bory"",1,1979,Historical Observations";
Monowai,îles Cermadec,Océanie,,1,1979,Hydrophonic;
Dieng Volcanic Complex,Indonésie,Asie,Sinila and Sigluduk,1,1979,Historical Observations;
"Karangetang,Indonésie,Asie,""NNW flank, 1300 m (Kawah Maralebule)"",1,1979,Historical Observations";
Kirishimayama,Japon,Asie,Shinmoe-dake,1,1979,Historical Observations;
Ruapehu,Nouvelle-Zélande,Océanie,,1,1979,Historical Observations;
Curacoa,Tonga,Océanie,13 km north of Tafahi,1,1979,Historical Observations;
Marion Island,Afrique du Sud,Afrique,E-W fissure from summit to W coast,1,1980,Historical Observations;
Makushin,Alaska,Amérique du Nord,SE side of summit,1,1980,Historical Observations;
Pavlof,Alaska,Amérique du Nord,,1,1980,Historical Observations;
Callaqui,Chili,Amérique du Sud,,1,1980,Historical Observations;
Poas,Costa Rica,Amérique du Nord,,1,1980,Historical Observations;
Poas,Costa Rica,Amérique du Nord,,1,1980,Historical Observations;
Kavachi,îles Salomon,Océanie,,1,1980,Historical Observations;
Karangetang,Indonésie,Asie,,1,1980,Historical Observations;
Marapi,Indonésie,Asie,,1,1980,Historical Observations;
Asosan,Japon,Asie,Naka-dake,1,1980,Historical Observations;
Ioto,Japon,Asie,Kitanohara,1,1980,Historical Observations;
Ruapehu,Nouvelle-Zélande,Océanie,,1,1980,Historical Observations;
Ruapehu,Nouvelle-Zélande,Océanie,,1,1980,Historical Observations;
Ekarma,Russie,Europe,,1,1980,Historical Observations;
Sheveluch,Russie,Europe,Center of 1964 crater,1,1980,Historical Observations;
Gaua,Vanuatu,Océanie,Mt. Garat,1,1980,Historical Observations;
Pavlof,Alaska,Amérique du Nord,,1,1981,Historical Observations;
Poas,Costa Rica,Amérique du Nord,,1,1981,Historical Observations;
Guagua Pichincha,Equateur,Amérique du Sud,NE side of 1660 lava dome,1,1981,Historical Observations;
Dieng Volcanic Complex,Indonésie,Asie,Sikidang,1,1981,Historical Observations;
Gamkonora,Indonésie,Asie,,1,1981,Historical Observations;
Krakatau,Indonésie,Asie,Anak Krakatau,1,1981,Historical Observations;
Asosan,Japon,Asie,Naka-dake,1,1981,Historical Observations;
Telica,Nicaragua,Amérique du Nord,,1,1981,Historical Observations;
Okataina,Nouvelle-Zélande,Océanie,Waimangu (Raupo Pond crater),1,1981,Historical Observations;
Ruapehu,Nouvelle-Zélande,Océanie,,1,1981,Historical Observations;
Klyuchevskoy,Russie,Europe,,1,1981,Historical Observations;
Gaua,Vanuatu,Océanie,Mt. Garat,1,1981,Historical Observations;
Wolf,Equateur,Amérique du Sud,Caldera and SE flank (875 m),1,1982,Historical Observations;
Karangetang,Indonésie,Asie,,1,1982,Historical Observations;
Marapi,Indonésie,Asie,,1,1982,Historical Observations;
Marapi,Indonésie,Asie,,1,1982,Historical Observations;
Asamayama,Japon,Asie,,1,1982,Historical Observations;
Ioto,Japon,Asie,NW side (Idogahama beach),1,1982,Historical Observations;
Ioto,Japon,Asie,West side (Asodai),1,1982,Historical Observations;
"Kusatsu-Shiranesan,Japon,Asie,""Kara-gama, Yu-gama"",1,1982,Historical Observations";
Nyiragongo,République démoctratique du Congo,Afrique,,1,1982,Historical Observations;
Klyuchevskoy,Russie,Europe,,1,1982,Historical Observations;
Villarrica,Chili,Amérique du Sud,,1,1983,Historical Observations;
Rincon de la Vieja,Costa Rica,Amérique du Nord,,1,1983,Historical Observations;
"Kilauea,Hawaï,Amérique du Nord,""East rift zone (Puu O'o), Halemaumau"",1,1983,Historical Observations";
Iliwerung,Indonésie,Asie,Hobal (submarine vent on SE flank),1,1983,Historical Observations;
Marapi,Indonésie,Asie,Kepundan Tuo and Kepundan Verbeek,1,1983,Historical Observations;
Tangkubanparahu,Indonésie,Asie,Kawah Ratu,1,1983,Historical Observations;
Tengger Caldera,Indonésie,Asie,Bromo,1,1983,Historical Observations;
Etna,Italie,Europe,South flank (2680-2250 m),1,1983,Historical Observations;
Asosan,Japon,Asie,Naka-dake,1,1983,Historical Observations;
"Kusatsu-Shiranesan,Japon,Asie,""Yu-gama, Kara-gama"",1,1983,Historical Observations";
Niigata-Yakeyama,Japon,Asie,,1,1983,Historical Observations;
Ulawun,Papouasie Nouvelle Guinée,Océanie,,1,1983,Historical Observations;
Cleveland,Alaska,Amérique du Nord,,1,1984,Historical Observations;
Ruiz, Nevado del,Colombie,Amérique du Sud,Arenas Crater,1,1984,Historical Observations;
Fernandina,îles Galapagos,Amérique du Sud,NW corner of caldera,1,1984,Historical Observations;
Galunggung,Indonésie,Asie,,1,1984,Historical Observations;
"Marapi,Indonésie,Asie,""Kepundan Tuo, Kepundan B"",1,1984,Historical Observations";
Tengger Caldera,Indonésie,Asie,Bromo,1,1984,Historical Observations;
Etna,Italie,Europe,SE Crater,1,1984,Historical Observations;
Akan,Japon,Asie,Me-Akan (Ponmachineshiri),1,1984,Historical Observations;
Asosan,Japon,Asie,Naka-dake,1,1984,Historical Observations;
Ruapehu,Nouvelle-Zélande,Océanie,,1,1984,Historical Observations;
Ruapehu,Nouvelle-Zélande,Océanie,,1,1984,Historical Observations;
Ulawun,Papouasie Nouvelle Guinée,Océanie,,1,1984,Historical Observations;
Ulawun,Papouasie Nouvelle Guinée,Océanie,,1,1984,Historical Observations;
Rincon de la Vieja,Costa Rica,Amérique du Nord,,1,1985,Historical Observations;
Guagua Pichincha,Equateur,Amérique du Sud,1981 crater,1,1985,Historical Observations;
"Fournaise, Piton de la,île de la Réunion,Afrique,""Dolomieu and flanks, SE rift zone"",1,1985,Historical Observations";
Kavachi,îles Salomon,Océanie,,1,1985,Historical Observations;
Paluweh,Indonésie,Asie,Rokatenda (west side of lava dome),1,1985,Historical Observations;
"Etna,Italie,Europe,""SE Crater, south flank (2620-2480 m)"",1,1985,Historical Observations";
Etna,Italie,Europe,SE Crater and SE flank (2750-2420 m),1,1985,Historical Observations;
Tokachidake,Japon,Asie,East wall of 1962 crater,1,1985,Historical Observations;
Colima,Mexique ,Amérique du Nord,,1,1985,Historical Observations;
Concepcion,Nicaragua,Amérique du Nord,,1,1985,Historical Observations;
Ruapehu,Nouvelle-Zélande,Océanie,,1,1985,Historical Observations;
Ruapehu,Nouvelle-Zélande,Océanie,,1,1985,Historical Observations;
Misti, El,Pérou,Amérique du Sud,,1,1985,Historical Observations;
Kanlaon,Philippines,Asie,,1,1985,Historical Observations;
Kanlaon,Philippines,Asie,,1,1985,Historical Observations;
San Miguel,Salvador,Amérique du Nord,,1,1985,Historical Observations;
Rincon de la Vieja,Costa Rica,Amérique du Nord,,1,1986,Historical Observations;
Tupungatito,Equateur,Amérique du Sud,NW craters,1,1986,Historical Observations;
Kavachi,îles Salomon,Océanie,,1,1986,Historical Observations;
Dieng Volcanic Complex,Indonésie,Asie,Sileri,1,1986,Historical Observations;
Iliboleng,Indonésie,Asie,,1,1986,Historical Observations;
Sorikmarapi,Indonésie,Asie,,1,1986,Historical Observations;
Tacana,Mexique,Amérique du Nord,NE flank (ca. 3600 m),1,1986,Historical Observations;
Ruapehu,Nouvelle-Zélande,Océanie,,1,1986,Historical Observations;
Sabancaya,Pérou,Amérique du Sud,,1,1986,Historical Observations;
Chirinkotan,Russie,Europe,,1,1986,Historical Observations;
Sarychev Peak,Russie,Europe,,1,1986,Historical Observations;
Amukta,Alaska,Amérique du Nord,,1,1987,Historical Observations;
Gareloi,Alaska,Amérique du Nord,,1,1987,Historical Observations;
Kupreanof,Alaska,Amérique du Nord,SSW flank (1575 m),1,1987,Historical Observations;
Makushin,Alaska,Amérique du Nord,,1,1987,Historical Observations;
Veniaminof,Alaska,Amérique du Nord,Western intracaldera cone,1,1987,Historical Observations;
Rincon de la Vieja,Costa Rica,Amérique du Nord,,1,1987,Historical Observations;
Fuego,Guatémala,Amérique du Nord,,1,1987,Historical Observations;
Pagan,îles Mariannes du Nord,Asie,North Pagan,1,1987,Historical Observations;
Gamkonora,Indonésie,Asie,,1,1987,Historical Observations;
Raung,Indonésie,Asie,,1,1987,Historical Observations;
Niigata-Yakeyama,Japon,Asie,,1,1987,Historical Observations;
Colima,Mexique ,Amérique du Nord,East side of summit lava dome,1,1987,Historical Observations;
Masaya,Nicaragua,Amérique du Nord,Santiago,1,1987,Historical Observations;
Telica,Nicaragua,Amérique du Nord,Vent in NE corner of crater,1,1987,Historical Observations;
Ruapehu,Nouvelle-Zélande,Océanie,,1,1987,Historical Observations;
Kanlaon,Philippines,Asie,,1,1987,Historical Observations;
Nyamuragira,République démoctratique du Congo,Afrique,North Flank (Gafuranindi),1,1987,Historical Observations;
Ebeko,Russie,Europe,Northern crater,1,1987,Historical Observations;
Lokon-Empung,Indonésie,Asie,Tompaluan,1,1988,Historical Observations;
Slamet,Indonésie,Asie,,1,1988,Historical Observations;
Etna,Italie,Europe,SE Crater,1,1988,Historical Observations;
Akan,Japon,Asie,Me-Akan (SE rim of Ponmachineshiri),1,1988,Historical Observations;
Asosan,Japon,Asie,Naka-dake,1,1988,Historical Observations;
Kikai,Japon,Asie,Iwo-dake,1,1988,Historical Observations;
Ruapehu,Nouvelle-Zélande,Océanie,,1,1988,Historical Observations;
Ruapehu,Nouvelle-Zélande,Océanie,,1,1988,Historical Observations;
Sabancaya,Pérou,Amérique du Sud,,1,1988,Historical Observations;
Kanlaon,Philippines,Asie,,1,1988,Historical Observations;
Gareloi,Alaska,Amérique du Nord,,1,1989,Historical Observations;
Cameroon,Cameroon,Afrique,NE flank (2860 m),1,1989,Historical Observations;
Tinakula,îles Salomon,Océanie,,1,1989,Historical Observations;
Karangetang,Indonésie,Asie,,1,1989,Historical Observations;
Izu-Tobu,Japon,Asie,Teishi-kaikyu (4 km NE of Ito City),1,1989,Historical Observations;
Niigata-Yakeyama,Japon,Asie,Upper East flank,1,1989,Historical Observations;
Masaya,Nicaragua,Amérique du Nord,Santiago,1,1989,Historical Observations;
Ruapehu,Nouvelle-Zélande,Océanie,,1,1989,Historical Observations;
Sarychev Peak,Russie,Europe,,1,1989,Historical Observations;
Lascar,Chili,Amérique du Sud,,1,1990,Historical Observations;
Llaima,Chili,Amérique du Sud,,1,1990,Historical Observations;
Puyehue-Cordon Caulle,Chili,Amérique du Sud,Cordón Caulle,1,1990,Historical Observations;
Guagua Pichincha,Equateur,Amérique du Sud,1981 crater,1,1990,Historical Observations;
Lewotobi,Indonésie,Asie,Lewotabi Lakilaki,1,1990,Historical Observations;
Unzendake,Japon,Asie,Fugen-dake,1,1990,Historical Observations;
Ruapehu,Nouvelle-Zélande,Océanie,,1,1990,Historical Observations;
Poas,Costa Rica,Amérique du Nord,,1,1991,Historical Observations;
Iliboleng,Indonésie,Asie,,1,1991,Historical Observations;
Iliboleng,Indonésie,Asie,,1,1991,Historical Observations;
Lewotobi,Indonésie,Asie,Lewotobi Lakilaki,1,1991,Historical Observations;
Ranakah,Indonésie,Asie,Anak Ranakah,1,1991,Historical Observations;
Kirishimayama,Japon,Asie,Shinmoe-dake,1,1991,Historical Observations;
Ruapehu,Nouvelle-Zélande,Océanie,,1,1991,Historical Observations;
Ebeko,Russie,Europe,Northern crater,1,1991,Historical Observations;
Akutan,Alaska,Amérique du Nord,,1,1992,Historical Observations;
Llaima,Chili,Amérique du Sud,,1,1992,Historical Observations;
Villarrica,Chili,Amérique du Sud,,1,1992,Historical Observations;
Poas,Costa Rica,Amérique du Nord,,1,1992,Historical Observations;
Fournaise, Piton de la,île de la Réunion,Afrique,Dolomieu and upper SE flank,1,1992,Historical Observations;
Pagan,îles Mariannes du Nord,Asie,North Pagan,1,1992,Historical Observations;
Awu,Indonésie,Asie,SE part of summit crater,1,1992,Historical Observations;
Krakatau,Indonésie,Asie,Anak Krakatau,1,1992,Historical Observations;
Fukutoku-Oka-no-Ba,Japon,Asie,,1,1992,Historical Observations;
Ruapehu,Nouvelle-Zélande,Océanie,,1,1992,Historical Observations;
Kanlaon,Philippines,Asie,,1,1992,Historical Observations;
Pinatubo,Philippines,Asie,Center of caldera lake,1,1992,Historical Observations;
Makushin,Alaska,Amérique du Nord,,1,1993,Historical Observations;
Alcedo,Equateur,Amérique du Sud,South caldera wall,1,1993,Historical Observations;
Guagua Pichincha,Equateur,Amérique du Sud,1981 crater,1,1993,Historical Observations;
Dieng Volcanic Complex,Indonésie,Asie,Near Pandawa Lima temples,1,1993,Historical Observations;
Ijen,Indonésie,Asie,Kawah Ijen,1,1993,Historical Observations;
Iliboleng,Indonésie,Asie,,1,1993,Historical Observations;
Raung,Indonésie,Asie,,1,1993,Historical Observations;
Etna,Italie,Europe,NE Crater,1,1993,Historical Observations;
"Etna,Italie,Europe,""Central Crater, NE Crater"",1,1993,Historical Observations";
Masaya,Nicaragua,Amérique du Nord,Santiago,1,1993,Historical Observations;
Long Island,Papouasie Nouvelle Guinée,Océanie,E-W fissure NNE of Motmot Island,1,1993,Historical Observations;
Pinatubo,Philippines,Asie,Caldera floor,1,1993,Historical Observations;
